source	target	relation
drugbank:DB13345	UMLS:C1140680	-1
drugbank:DB00623	HGNC:11724	-1
drugbank:DB06403	HGNC:8234	-1
drugbank:DB00963	HGNC:10359	-1
drugbank:DB00772	HGNC:5992	1
drugbank:DB00659	HGNC:15014	-1
drugbank:DB11327	HGNC:4410	-1
drugbank:DB00564	HGNC:14131	-1
drugbank:DB01050	UMLS:C0334082	-1
drugbank:DB09195	HGNC:2328	-1
drugbank:DB00777	HGNC:9855	-1
drugbank:DB09212	UMLS:C1869115	-1
drugbank:DB00277	HGNC:16844	-1
drugbank:DB12941	HGNC:21806	-1
drugbank:DB12010	HGNC:15339	1
drugbank:DB01452	HGNC:3020	-1
drugbank:DB06612	HGNC:1604	-1
drugbank:DB00734	HGNC:8978	-1
drugbank:DB00945	HGNC:2452	-1
drugbank:DB08822	HGNC:1603	-1
drugbank:DB01142	HGNC:1097	1
drugbank:DB09105	HGNC:9802	-1
drugbank:DB01144	HGNC:8874	-1
drugbank:DB13269	HGNC:13890	1
drugbank:DB00855	HGNC:8974	-1
drugbank:DB09257	HGNC:6344	-1
drugbank:DB00921	HGNC:6838	1
drugbank:DB00292	HGNC:10935	-1
drugbank:DB08814	HGNC:6027	1
drugbank:DB00714	HGNC:2149	-1
drugbank:DB12010	HGNC:3821	-1
drugbank:DB00363	HGNC:8063	-1
drugbank:DB01092	HGNC:4010	-1
drugbank:DB04843	HGNC:4944	-1
drugbank:DB00252	HGNC:3821	-1
drugbank:DB01238	HGNC:9920	-1
drugbank:DB01175	HGNC:1399	-1
drugbank:DB01113	HGNC:6407	-1
drugbank:DB01049	HGNC:8031	-1
drugbank:DB01180	UMLS:C0543669	-1
drugbank:DB05541	HGNC:6005	1
drugbank:DB00486	HGNC:3433	-1
drugbank:DB09481	HGNC:4389	1
drugbank:DB00956	HGNC:12872	-1
drugbank:DB12010	HGNC:5965	1
drugbank:DB00248	HGNC:9970	-1
drugbank:DB01234	HGNC:4944	-1
drugbank:DB08896	HGNC:8481	-1
drugbank:DB00590	HGNC:1449	-1
drugbank:DB01381	HGNC:18445	1
drugbank:DB00315	HGNC:29650	1
drugbank:DB00316	HGNC:17041	-1
drugbank:DB00334	HGNC:9386	-1
drugbank:DB00270	UMLS:C4225270	-1
drugbank:DB01392	HGNC:4133	-1
drugbank:DB01226	HGNC:17967	-1
drugbank:DB00210	UMLS:C1854369	-1
drugbank:DB00243	HGNC:4388	1
drugbank:DB11712	HGNC:6881	-1
drugbank:DB11273	HGNC:9412	-1
drugbank:DB12010	HGNC:7881	-1
drugbank:DB00603	HGNC:7166	-1
drugbank:DB13783	HGNC:25009	-1
drugbank:DB00880	HGNC:4410	1
drugbank:DB09282	HGNC:13014	-1
drugbank:DB00752	HGNC:5972	-1
drugbank:DB01591	HGNC:9955	-1
drugbank:DB06288	HGNC:16017	-1
drugbank:DB00477	HGNC:13312	1
drugbank:DB01544	HGNC:7843	-1
drugbank:DB15035	HGNC:14060	-1
drugbank:DB00480	HGNC:784	-1
drugbank:DB06603	HGNC:6307	-1
drugbank:DB00517	HGNC:15353	-1
drugbank:DB09026	UMLS:C4225349	-1
drugbank:DB00421	HGNC:1504	-1
drugbank:DB00811	HGNC:282	1
drugbank:DB13961	HGNC:6128	1
drugbank:DB00294	HGNC:29823	-1
drugbank:DB01168	HGNC:6873	-1
drugbank:DB04855	HGNC:7582	-1
drugbank:DB11994	HGNC:2593	1
drugbank:DB00668	HGNC:4263	-1
drugbank:DB04946	HGNC:8154	1
drugbank:DB00328	HGNC:6015	-1
drugbank:DB11817	HGNC:10661	-1
drugbank:DB00543	HGNC:8847	-1
drugbank:DB11901	HGNC:14068	1
drugbank:DB00640	HGNC:1407	-1
drugbank:DB00545	HGNC:14054	-1
drugbank:DB00384	HGNC:9817	-1
drugbank:DB00726	HGNC:11159	-1
drugbank:DB09061	HGNC:2149	-1
drugbank:DB00939	HGNC:15973	1
drugbank:DB06698	HGNC:6947	-1
drugbank:DB06216	HGNC:620	-1
drugbank:DB12010	HGNC:8583	-1
drugbank:DB11619	HGNC:6144	1
drugbank:DB00490	HGNC:3024	-1
drugbank:DB06595	HGNC:6840	-1
drugbank:DB13345	HGNC:1950	-1
drugbank:DB01221	HGNC:4444	-1
drugbank:DB00819	UMLS:C0796275	-1
drugbank:DB00920	HGNC:6759	-1
drugbank:DB00420	HGNC:17192	-1
drugbank:DB08889	HGNC:12695	1
drugbank:DB00696	HGNC:4396	1
drugbank:DB00132	HGNC:14131	-1
drugbank:DB06699	HGNC:4596	-1
drugbank:DB11219	HGNC:2046	1
drugbank:DB00683	HGNC:8182	-1
drugbank:DB01708	HGNC:6881	-1
drugbank:DB12010	UMLS:C0272350	-1
drugbank:DB01217	HGNC:15297	-1
drugbank:DB00201	HGNC:16629	1
drugbank:DB00929	HGNC:4396	1
drugbank:DB01559	HGNC:6769	-1
drugbank:DB01028	HGNC:1688	-1
drugbank:DB00771	HGNC:11559	-1
drugbank:DB00805	HGNC:1237	1
drugbank:DB11577	HGNC:6030	1
drugbank:DB01050	UMLS:C0005684	-1
drugbank:DB00711	HGNC:24791	1
drugbank:DB09422	HGNC:2152	-1
drugbank:DB00777	HGNC:11366	1
drugbank:DB00277	HGNC:2896	-1
drugbank:DB12010	HGNC:3073	1
drugbank:DB00295	HGNC:13724	-1
drugbank:DB06802	HGNC:1722	-1
drugbank:DB00734	HGNC:28426	-1
drugbank:DB00313	HGNC:15231	1
drugbank:DB00186	HGNC:7660	-1
drugbank:DB01009	UMLS:C0028326	1
drugbank:DB06788	HGNC:15197	-1
drugbank:DB01110	HGNC:11048	1
drugbank:DB01064	HGNC:4396	-1
drugbank:DB00822	HGNC:14901	-1
drugbank:DB00774	HGNC:6071	1
drugbank:DB01346	HGNC:4410	-1
drugbank:DB06626	UMLS:C0031900	1
drugbank:DB00841	UMLS:C1867327	-1
drugbank:DB05015	HGNC:26617	1
drugbank:DB00244	HGNC:3166	-1
drugbank:DB00537	HGNC:4410	-1
drugbank:DB12010	HGNC:795	1
drugbank:DB00475	HGNC:15359	-1
drugbank:DB00363	HGNC:6740	1
drugbank:DB00818	HGNC:8804	-1
drugbank:DB01174	HGNC:16005	1
drugbank:DB01159	HGNC:20609	-1
drugbank:DB00999	HGNC:9446	-1
drugbank:DB12267	HGNC:10776	-1
drugbank:DB00273	HGNC:1951	-1
drugbank:DB06153	HGNC:7545	-1
drugbank:DB00373	HGNC:6267	1
drugbank:DB09213	HGNC:10585	-1
drugbank:DB12010	HGNC:5173	-1
drugbank:DB00555	HGNC:6863	1
drugbank:DB00184	HGNC:14131	-1
drugbank:DB01154	HGNC:1108	-1
drugbank:DB09488	HGNC:12799	1
drugbank:DB00589	HGNC:3236	1
drugbank:DB00396	HGNC:8976	1
drugbank:DB11572	HGNC:12477	-1
drugbank:DB00285	HGNC:7029	-1
drugbank:DB01175	HGNC:10477	-1
drugbank:DB12147	HGNC:5289	1
drugbank:DB01193	HGNC:1409	-1
drugbank:DB01049	HGNC:4396	1
drugbank:DB00321	HGNC:15079	-1
drugbank:DB00195	HGNC:19191	-1
drugbank:DB01069	HGNC:2433	1
drugbank:DB00988	HGNC:10353	-1
drugbank:DB09130	HGNC:15937	-1
drugbank:DB00909	HGNC:4410	-1
drugbank:DB12010	HGNC:29827	-1
drugbank:DB00248	HGNC:2433	-1
drugbank:DB01267	HGNC:6266	-1
drugbank:DB00751	HGNC:26057	-1
drugbank:DB00622	HGNC:6394	1
drugbank:DB00753	HGNC:6021	1
drugbank:DB00018	HGNC:9887	-1
drugbank:DB01062	HGNC:6066	-1
drugbank:DB00852	UMLS:C0011570	-1
drugbank:DB09089	HGNC:8349	-1
drugbank:DB00949	HGNC:9066	1
drugbank:DB00741	HGNC:3389	-1
drugbank:DB11855	HGNC:6009	-1
drugbank:DB00193	HGNC:4379	-1
drugbank:DB00825	HGNC:6877	1
drugbank:DB11842	HGNC:2092	1
drugbank:DB10772	UMLS:C1855466	-1
drugbank:DB00391	HGNC:17055	-1
drugbank:DB12010	HGNC:11553	-1
drugbank:DB00376	HGNC:1951	1
drugbank:DB00014	HGNC:6844	1
drugbank:DB00411	HGNC:5192	1
drugbank:DB00202	HGNC:1470	1
drugbank:DB09118	HGNC:17354	-1
drugbank:DB01159	UMLS:C0011860	-1
drugbank:DB01224	HGNC:10021	-1
drugbank:DB08901	HGNC:15301	1
drugbank:DB01014	HGNC:14131	-1
drugbank:DB01032	HGNC:8910	-1
drugbank:DB12267	HGNC:1050	-1
drugbank:DB00273	HGNC:130	1
drugbank:DB00094	HGNC:234	1
drugbank:DB01068	HGNC:5234	-1
drugbank:DB06153	HGNC:8804	-1
drugbank:DB00043	HGNC:5465	-1
drugbank:DB00874	HGNC:5253	1
drugbank:DB13746	HGNC:667	-1
drugbank:DB00422	HGNC:4081	-1
drugbank:DB00877	HGNC:1756	-1
drugbank:DB12010	HGNC:16860	-1
drugbank:DB00555	HGNC:4387	1
drugbank:DB00184	HGNC:6407	1
drugbank:DB11275	HGNC:19611	1
drugbank:DB00589	HGNC:392	1
drugbank:DB08820	HGNC:4661	1
drugbank:DB00412	HGNC:4580	1
drugbank:DB11572	HGNC:3681	-1
drugbank:DB00203	HGNC:15437	-1
drugbank:DB01254	HGNC:10840	-1
drugbank:DB00334	HGNC:7217	-1
drugbank:DB06148	HGNC:1952	1
drugbank:DB12865	HGNC:7586	-1
drugbank:DB00206	HGNC:4637	-1
drugbank:DB01364	HGNC:14131	-1
drugbank:DB01194	HGNC:5289	-1
drugbank:DB06779	HGNC:2460	-1
drugbank:DB00568	HGNC:286	-1
drugbank:DB04209	HGNC:8031	1
drugbank:DB00182	HGNC:15488	-1
drugbank:DB12010	HGNC:3024	-1
drugbank:DB00603	HGNC:3023	1
drugbank:DB08894	HGNC:14702	-1
drugbank:DB13751	HGNC:11805	-1
drugbank:DB00800	HGNC:5964	-1
drugbank:DB00703	HGNC:282	1
drugbank:DB01189	HGNC:4038	-1
drugbank:DB00398	HGNC:6629	1
drugbank:DB06791	HGNC:6030	1
drugbank:DB00004	HGNC:8031	-1
drugbank:DB00514	HGNC:4396	-1
drugbank:DB06603	HGNC:6873	1
drugbank:DB13955	HGNC:8979	-1
drugbank:DB00191	HGNC:3431	1
drugbank:DB00159	HGNC:177	-1
drugbank:DB00661	HGNC:7139	-1
drugbank:DB02546	HGNC:14901	-1
drugbank:DB00843	UMLS:C0024776	-1
drugbank:DB00408	UMLS:C0796016	1
drugbank:DB01200	HGNC:17300	-1
drugbank:DB04855	HGNC:7777	-1
drugbank:DB12010	HGNC:21088	1
drugbank:DB00733	HGNC:4396	1
drugbank:DB11124	HGNC:5433	-1
drugbank:DB00458	HGNC:6204	1
drugbank:DB06201	HGNC:8975	-1
drugbank:DB01203	HGNC:11257	-1
drugbank:DB00543	HGNC:15917	-1
drugbank:DB01221	HGNC:3430	1
drugbank:DB05829	HGNC:3023	-1
drugbank:DB12278	HGNC:2649	-1
drugbank:DB00721	HGNC:19664	1
drugbank:DB00674	HGNC:3169	-1
drugbank:DB00594	HGNC:12474	1
drugbank:DB00481	HGNC:14131	-1
drugbank:DB00418	HGNC:4043	-1
drugbank:DB00872	HGNC:270	-1
drugbank:DB00420	HGNC:10484	1
drugbank:DB01102	HGNC:6016	-1
drugbank:DB01351	HGNC:4404	-1
drugbank:DB01621	HGNC:2746	-1
drugbank:DB06700	HGNC:2324	-1
drugbank:DB12010	HGNC:3033	-1
drugbank:DB00572	HGNC:11406	1
drugbank:DB01956	HGNC:10590	-1
drugbank:DB13345	UMLS:C4310766	-1
drugbank:DB00704	HGNC:11359	1
drugbank:DB01028	HGNC:2389	-1
drugbank:DB13146	HGNC:9119	1
drugbank:DB00836	HGNC:5235	-1
drugbank:DB00869	HGNC:233	-1
drugbank:DB04896	HGNC:18083	-1
drugbank:DB11823	HGNC:1078	-1
drugbank:DB00193	HGNC:6407	-1
drugbank:DB01115	HGNC:6855	-1
drugbank:DB00776	HGNC:4263	-1
drugbank:DB09342	HGNC:8280	1
drugbank:DB00327	HGNC:11926	1
drugbank:DB09118	HGNC:15090	1
drugbank:DB01174	HGNC:12407	-1
drugbank:DB01095	HGNC:27301	-1
drugbank:DB09238	HGNC:15283	-1
drugbank:DB00934	HGNC:17820	1
drugbank:DB11660	HGNC:4272	1
drugbank:DB00273	HGNC:7989	-1
drugbank:DB01017	HGNC:6008	-1
drugbank:DB00747	HGNC:9308	1
drugbank:DB15444	UMLS:C3554594	-1
drugbank:DB12010	HGNC:15034	1
drugbank:DB00523	HGNC:20147	-1
drugbank:DB01090	HGNC:6857	-1
drugbank:DB00541	HGNC:4659	-1
drugbank:DB00334	HGNC:8355	-1
drugbank:DB01241	HGNC:9286	1
drugbank:DB01130	HGNC:11049	-1
drugbank:DB00321	HGNC:4410	-1
drugbank:DB01261	HGNC:20766	-1
drugbank:DB00243	HGNC:17601	1
drugbank:DB01085	HGNC:12682	1
drugbank:DB06154	HGNC:1148	-1
drugbank:DB00182	HGNC:9875	-1
drugbank:DB00925	HGNC:3023	-1
drugbank:DB09345	HGNC:4388	-1
drugbank:DB12010	HGNC:392	-1
drugbank:DB00555	HGNC:132	1
drugbank:DB03756	HGNC:5048	-1
drugbank:DB01267	HGNC:18669	1
drugbank:DB09085	HGNC:AAN47894	-1
drugbank:DB00622	HGNC:9386	-1
drugbank:DB06203	HGNC:1097	-1
drugbank:DB01010	HGNC:234	1
drugbank:DB00349	HGNC:16629	-1
drugbank:DB01359	HGNC:48357	1
drugbank:DB13954	HGNC:2198	1
drugbank:DB00351	HGNC:14131	-1
drugbank:DB11363	HGNC:1953	-1
drugbank:DB01427	UMLS:C0030567	1
drugbank:DB00403	HGNC:3578	-1
drugbank:DB00340	HGNC:9761	1
drugbank:DB01245	HGNC:5439	1
drugbank:DB00697	HGNC:11088	-1
drugbank:DB13961	HGNC:2577	-1
drugbank:DB01151	HGNC:801	-1
drugbank:DB00246	HGNC:8910	-1
drugbank:DB01136	HGNC:3756	1
drugbank:DB12808	HGNC:283	-1
drugbank:DB09167	HGNC:17736	-1
drugbank:DB01403	HGNC:6018	-1
drugbank:DB01059	HGNC:14731	-1
drugbank:DB06787	HGNC:9071	-1
drugbank:DB11718	HGNC:5992	-1
drugbank:DB00477	HGNC:391	-1
drugbank:DB00398	HGNC:5440	1
drugbank:DB09568	HGNC:16712	-1
drugbank:DB01628	HGNC:30839	-1
drugbank:DB00514	HGNC:6125	1
drugbank:DB00255	HGNC:5438	1
drugbank:DB00272	HGNC:281	-1
drugbank:DB01580	HGNC:1097	-1
drugbank:DB00421	HGNC:10658	1
drugbank:DB01583	HGNC:4593	-1
drugbank:DB15091	UMLS:C1833518	-1
drugbank:DB00843	HGNC:9604	-1
drugbank:DB06155	HGNC:28682	1
drugbank:DB01200	HGNC:3023	-1
drugbank:DB12010	HGNC:8466	1
drugbank:DB11124	HGNC:8980	1
drugbank:DB06262	HGNC:6876	1
drugbank:DB01235	HGNC:3087	1
drugbank:DB13800	HGNC:6621	-1
drugbank:DB00543	HGNC:3431	1
drugbank:DB01221	HGNC:12761	-1
drugbank:DB00721	HGNC:9769	1
drugbank:DB00674	HGNC:16629	-1
drugbank:DB00433	HGNC:21680	-1
drugbank:DB00759	HGNC:7139	-1
drugbank:DB00599	HGNC:7553	-1
drugbank:DB01303	HGNC:1884	-1
drugbank:DB06216	HGNC:18282	-1
drugbank:DB00472	HGNC:4383	-1
drugbank:DB01418	HGNC:2859140	-1
drugbank:DB12010	HGNC:12680	-1
drugbank:DB01121	HGNC:14901	-1
drugbank:DB12141	UMLS:C0006142	-1
drugbank:DB00540	HGNC:3511	1
drugbank:DB01956	HGNC:17156	-1
drugbank:DB06616	UMLS:C0018801	-1
drugbank:DB00086	HGNC:15983	-1
drugbank:DB13345	HGNC:3359	-1
drugbank:DB00559	HGNC:7029	1
drugbank:DB01406	UMLS:C2674723	1
drugbank:DB00883	HGNC:4141	-1
drugbank:DB00706	HGNC:9887	-1
drugbank:DB00482	HGNC:9059	-1
drugbank:DB01016	HGNC:4410	1
drugbank:DB10770	HGNC:5344	-1
drugbank:DB09143	HGNC:14131	-1
drugbank:DB00728	HGNC:4038	-1
drugbank:DB09079	HGNC:23927	-1
drugbank:DB11633	HGNC:1390	-1
drugbank:DB00715	HGNC:12338	1
drugbank:DB01708	HGNC:19124	-1
drugbank:DB12010	HGNC:6016	-1
drugbank:DB01353	HGNC:6026	1
drugbank:DB00669	HGNC:11741	-1
drugbank:DB00217	HGNC:1407	1
drugbank:DB00153	HGNC:12435	-1
drugbank:DB00945	HGNC:5208	1
drugbank:DB00753	HGNC:6877	1
drugbank:DB00852	HGNC:10513	1
drugbank:DB09089	HGNC:1582	1
drugbank:DB00917	HGNC:8591	1
drugbank:DB00708	HGNC:6821	1
drugbank:DB00628	HGNC:6771	-1
drugbank:DB09076	HGNC:9876	-1
drugbank:DB00193	HGNC:1373	-1
drugbank:DB01131	HGNC:2847	-1
drugbank:DB06176	HGNC:392	1
drugbank:DB00825	HGNC:30914	-1
drugbank:DB11580	HGNC:8725	1
drugbank:DB10772	HGNC:4410	1
drugbank:DB00228	HGNC:11048	1
drugbank:DB00374	HGNC:11291	-1
drugbank:DB00780	HGNC:16448	-1
drugbank:DB12010	HGNC:7882	-1
drugbank:DB00376	HGNC:8910	1
drugbank:DB09118	HGNC:3432	1
drugbank:DB00068	HGNC:12003	-1
drugbank:DB01142	HGNC:51	1
drugbank:DB01046	HGNC:282	-1
drugbank:DB09238	HGNC:6338	-1
drugbank:DB01176	HGNC:3559	-1
drugbank:DB00934	HGNC:6026	1
drugbank:DB13872	HGNC:7574	-1
drugbank:DB00903	HGNC:7553	1
drugbank:DB00241	HGNC:4384	1
drugbank:DB00025	HGNC:9399	1
drugbank:DB00953	HGNC:15514	1
drugbank:DB00292	HGNC:6024	1
drugbank:DB00714	HGNC:9376	-1
drugbank:DB12010	HGNC:3703	-1
drugbank:DB09068	HGNC:2345	-1
drugbank:DB00491	HGNC:12010	-1
drugbank:DB00363	HGNC:8346	-1
drugbank:DB01156	HGNC:441	-1
drugbank:DB00898	HGNC:19663	-1
drugbank:DB00252	HGNC:6342	-1
drugbank:DB01238	HGNC:1784	1
drugbank:DB01159	HGNC:6875	1
drugbank:DB11130	HGNC:6873	1
drugbank:DB01273	HGNC:6125	-1
drugbank:DB08918	HGNC:4388	-1
drugbank:DB01065	HGNC:13761	-1
drugbank:DB01049	HGNC:9971	-1
drugbank:DB00273	HGNC:800	-1
drugbank:DB01100	HGNC:4396	-1
drugbank:DB00130	HGNC:7882	1
drugbank:DB00938	HGNC:5971	-1
drugbank:DB00924	HGNC:11119	-1
drugbank:DB08815	HGNC:1950	-1
drugbank:DB00909	HGNC:4588	-1
drugbank:DB12010	HGNC:8772	1
drugbank:DB00216	UMLS:C2750459	-1
drugbank:DB00605	HGNC:13538	-1
drugbank:DB08896	HGNC:239	1
drugbank:DB00509	HGNC:1956	-1
drugbank:DB01338	UMLS:C2751067	-1
drugbank:DB00187	HGNC:19578	-1
drugbank:DB00268	HGNC:3688	1
drugbank:DB01238	HGNC:9385	-1
drugbank:DB00334	HGNC:14131	-1
drugbank:DB06148	HGNC:15082	-1
drugbank:DB12698	HGNC:24552	1
drugbank:DB01595	HGNC:8614	-1
drugbank:DB09418	HGNC:7839	-1
drugbank:DB01194	HGNC:10498	1
drugbank:DB01395	HGNC:3238	-1
drugbank:DB06712	HGNC:8804	-1
drugbank:DB01133	HGNC:7421	-1
drugbank:DB06413	HGNC:14287	-1
drugbank:DB00568	HGNC:1461	1
drugbank:DB01020	HGNC:8031	1
drugbank:DB00182	HGNC:9067	-1
drugbank:DB11273	HGNC:15245	1
drugbank:DB00603	HGNC:6006	-1
drugbank:DB00280	HGNC:4597	-1
drugbank:DB04841	HGNC:11805	-1
drugbank:DB00800	HGNC:3467	1
drugbank:DB00687	HGNC:285	1
drugbank:DB01558	UMLS:C1847967	-1
drugbank:DB00753	HGNC:6347	1
drugbank:DB00964	HGNC:4380	1
drugbank:DB00854	HGNC:9393	-1
drugbank:DB00241	HGNC:15207	1
drugbank:DB01366	HGNC:9385	-1
drugbank:DB14568	HGNC:7029	1
drugbank:DB14596	HGNC:1402	-1
drugbank:DB05015	HGNC:4880	-1
drugbank:DB00585	HGNC:8803	-1
drugbank:DB12010	HGNC:6323	1
drugbank:DB00425	HGNC:29166	-1
drugbank:DB01007	HGNC:866	-1
drugbank:DB00363	UMLS:C2677099	-1
drugbank:DB01076	HGNC:21714	-1
drugbank:DB00252	HGNC:15606	-1
drugbank:DB01238	HGNC:6407	1
drugbank:DB00237	HGNC:29084	1
drugbank:DB11362	HGNC:238	1
drugbank:DB01273	HGNC:14131	1
drugbank:DB01081	HGNC:392	-1
drugbank:DB01049	HGNC:12782	-1
drugbank:DB00289	HGNC:14335	1
drugbank:DB01132	HGNC:10436	-1
drugbank:DB06212	HGNC:4642	1
drugbank:DB00146	HGNC:20470	-1
drugbank:DB00970	HGNC:9456	-1
drugbank:DB00454	HGNC:7881	-1
drugbank:DB09327	HGNC:1727	-1
drugbank:DB00924	HGNC:6025	-1
drugbank:DB08815	HGNC:5293	-1
drugbank:DB12010	HGNC:896	1
drugbank:DB00216	HGNC:3282	1
drugbank:DB00621	HGNC:7989	-1
drugbank:DB08896	HGNC:76	-1
drugbank:DB00542	HGNC:19075	-1
drugbank:DB05679	HGNC:16051	-1
drugbank:DB00333	HGNC:4396	-1
drugbank:DB08916	HGNC:4540	-1
drugbank:DB06148	HGNC:6270	1
drugbank:DB00318	HGNC:19296	1
drugbank:DB11300	UMLS:C3554001	-1
drugbank:DB01275	HGNC:5465	-1
drugbank:DB00370	HGNC:8980	1
drugbank:DB00242	HGNC:13718	1
drugbank:DB00307	HGNC:4396	-1
drugbank:DB01213	HGNC:7629	1
drugbank:DB00648	HGNC:6012	1
drugbank:DB13944	HGNC:5439	-1
drugbank:DB01151	HGNC:8031	-1
drugbank:DB00246	HGNC:6871	-1
drugbank:DB01104	HGNC:11916	-1
drugbank:DB00619	HGNC:1462	1
drugbank:DB04575	HGNC:8974	1
drugbank:DB09099	HGNC:11786	-1
drugbank:DB01403	UMLS:C4225299	-1
drugbank:DB00960	HGNC:4387	1
drugbank:DB04948	HGNC:808	-1
drugbank:DB00785	HGNC:14759	-1
drugbank:DB01625	HGNC:4396	-1
drugbank:DB01189	HGNC:4115	1
drugbank:DB04861	HGNC:4392	-1
drugbank:DB00514	HGNC:7782	1
drugbank:DB00368	HGNC:8343	1
drugbank:DB00337	HGNC:590	-1
drugbank:DB00726	HGNC:2637	-1
drugbank:DB09061	HGNC:9605	-1
drugbank:DB00469	HGNC:10885	-1
drugbank:DB00907	HGNC:6871	-1
drugbank:DB06589	HGNC:9379	-1
drugbank:DB12010	HGNC:2861	1
drugbank:DB11274	HGNC:14728	-1
drugbank:DB00474	HGNC:7029	-1
drugbank:DB01268	HGNC:10472	1
drugbank:DB06202	HGNC:4380	-1
drugbank:DB00881	HGNC:391	-1
drugbank:DB12978	HGNC:9846	1
drugbank:DB01288	HGNC:3389	-1
drugbank:DB00835	HGNC:1950	-1
drugbank:DB11186	HGNC:8882	1
drugbank:DB00690	HGNC:11285	-1
drugbank:DB00675	HGNC:16647	-1
drugbank:DB00579	HGNC:14901	-1
drugbank:DB00450	HGNC:132	1
drugbank:DB10770	HGNC:1503	-1
drugbank:DB00468	HGNC:5974	-1
drugbank:DB09078	HGNC:15447	1
drugbank:DB00696	UMLS:C2936907	-1
drugbank:DB09079	HGNC:11805	-1
drugbank:DB01399	UMLS:C1563715	-1
drugbank:DB11311	UMLS:C0699885	-1
drugbank:DB01708	HGNC:9605	-1
drugbank:DB12010	HGNC:17440	1
drugbank:DB01353	HGNC:11048	1
drugbank:DB00636	HGNC:8819	-1
drugbank:DB01624	HGNC:4388	1
drugbank:DB00153	HGNC:9841	1
drugbank:DB00945	HGNC:11926	1
drugbank:DB00753	HGNC:13523	1
drugbank:DB13985	UMLS:C3151066	-1
drugbank:DB00852	HGNC:3691	-1
drugbank:DB09089	HGNC:11998	-1
drugbank:DB00997	HGNC:9725	-1
drugbank:DB00790	HGNC:13291	-1
drugbank:DB00725	HGNC:4026	1
drugbank:DB00193	HGNC:7568	-1
drugbank:DB00825	HGNC:15248	-1
drugbank:DB11217	HGNC:1463	-1
drugbank:DB00423	HGNC:7775	1
drugbank:DB00797	UMLS:C0749420	-1
drugbank:DB12010	HGNC:283	1
drugbank:DB00895	HGNC:236	-1
drugbank:DB00427	HGNC:1582	-1
drugbank:DB00282	HGNC:8294	-1
drugbank:DB09118	UMLS:C4225167	-1
drugbank:DB00850	HGNC:1938	-1
drugbank:DB00188	HGNC:6996	-1
drugbank:DB01238	HGNC:6872	-1
drugbank:DB09460	HGNC:12679	-1
drugbank:DB01224	HGNC:10360	-1
drugbank:DB08901	HGNC:8290	1
drugbank:DB00040	HGNC:17927	-1
drugbank:DB01049	HGNC:11749	-1
drugbank:DB00273	HGNC:994	-1
drugbank:DB06153	HGNC:1951	-1
drugbank:DB00874	HGNC:12372	1
drugbank:DB13746	HGNC:14131	-1
drugbank:DB00454	HGNC:5217	1
drugbank:DB00860	HGNC:1952	-1
drugbank:DB12010	HGNC:1097	-1
drugbank:DB00555	HGNC:9865	-1
drugbank:DB00184	HGNC:238	1
drugbank:DB00589	HGNC:2509	1
drugbank:DB08862	HGNC:9382	-1
drugbank:DB05316	HGNC:1097	1
drugbank:DB00315	HGNC:15201	-1
drugbank:DB00316	HGNC:9228	-1
drugbank:DB01254	HGNC:9174	-1
drugbank:DB00334	HGNC:6554	1
drugbank:DB00222	HGNC:32594	1
drugbank:DB01595	HGNC:15204	1
drugbank:DB01392	HGNC:12657	-1
drugbank:DB01226	HGNC:2561	1
drugbank:DB06151	HGNC:10729	1
drugbank:DB06713	HGNC:8816	-1
drugbank:DB11632	HGNC:1774	-1
drugbank:DB00182	HGNC:15174	-1
drugbank:DB11273	HGNC:8234	-1
drugbank:DB12010	HGNC:8031	1
drugbank:DB13751	HGNC:6009	-1
drugbank:DB00864	HGNC:1925	-1
drugbank:DB04842	HGNC:16712	-1
drugbank:DB06288	HGNC:237	-1
drugbank:DB00477	HGNC:348	1
drugbank:DB01544	HGNC:9059	-1
drugbank:DB15035	UMLS:C1854063	-1
drugbank:DB00480	HGNC:10618	1
drugbank:DB01393	HGNC:4067	1
drugbank:DB00499	HGNC:6872	1
drugbank:DB00306	HGNC:9588	-1
drugbank:DB00795	HGNC:4081	1
drugbank:DB13961	HGNC:232	-1
drugbank:DB01183	HGNC:9973	-1
drugbank:DB05219	HGNC:8319	1
drugbank:DB00294	HGNC:1986	-1
drugbank:DB01136	HGNC:5287	-1
drugbank:DB04855	UMLS:C1140680	-1
drugbank:DB11994	HGNC:10590	1
drugbank:DB00668	HGNC:7737	-1
drugbank:DB04946	HGNC:6886	-1
drugbank:DB00328	HGNC:11850	1
drugbank:DB11653	HGNC:3690	-1
drugbank:DB00527	UMLS:C4225297	1
drugbank:DB01205	HGNC:6873	-1
drugbank:DB11901	HGNC:6877	-1
drugbank:DB00545	HGNC:5952	1
drugbank:DB09061	HGNC:14725	-1
drugbank:DB00939	HGNC:9059	1
drugbank:DB01306	HGNC:4983	-1
drugbank:DB12010	HGNC:7027	-1
drugbank:DB11619	HGNC:5991	1
drugbank:DB00490	HGNC:1585	-1
drugbank:DB06595	HGNC:15009	-1
drugbank:DB00136	HGNC:9569	1
drugbank:DB13200	HGNC:5039	-1
drugbank:DB01221	HGNC:15363	1
drugbank:DB12328	HGNC:1404	-1
drugbank:DB00819	HGNC:6901	1
drugbank:DB00141	HGNC:85	-1
drugbank:DB00642	HGNC:3363	-1
drugbank:DB00418	HGNC:1604	-1
drugbank:DB00420	HGNC:3386	-1
